pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
3871	The man is dipping into a swamp	A man is coming out of the water	3.2	NEUTRAL
4231	Two men are talking	Two women are talking	3.3	NEUTRAL
4223	The animal with big eyes is voraciously eating	A lemur is eating	4	NEUTRAL
2596	A tiger is walking around with no aim	A tiger is walking around a cage	3.8	NEUTRAL
1359	A machine is sharpening a knife	A machine is sharpening a pencil	2.9	NEUTRAL
527	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	2.5	NEUTRAL
3826	The woman is putting away a flute	A woman is playing a flute	3.5	NEUTRAL
439	The girl with a helmet is perching on a bike	A woman is performing a trick on a ramp with a bicycle	2.9	NEUTRAL
4050	A man is dancing	There is no man dancing on the road	3.2	NEUTRAL
5383	The guitar is being played by a man	A man is playing the guitar	5	ENTAILMENT
1626	The man is playing a piano	A guy is cheerfully playing with a footbag	1.3	NEUTRAL
7583	The bunch of men are not playing rugby on a muddy field	Some men are playing rugby	3.5	NEUTRAL
8691	Three children are running down a hillside covered by grass	Three children are running down hill	4.3	ENTAILMENT
6781	A black dog in the snow is jumping off the ground and catching a stick	There is no dog jumping for a Frisbee in the snow	2.65	NEUTRAL
963	A man in a pose is being amusedly watched by another man	A man doing a pose is being watched by another man	4.6	ENTAILMENT
8388	A black man is walking next to a shop in a big city	A black man is walking next to a building in a big city	4.5	ENTAILMENT
3316	There is no woman cooking a breaded pork chop	A woman is cooking a breaded pork chop	3.4	CONTRADICTION
6857	A dog is running uphill	There is no dog running up a grassy hill	4.1	NEUTRAL
2315	Someone is banging a camera lens against a nail	A camera is being hammered onto the nail by the man	3.535	NEUTRAL
7226	A young boy is jumping in the air with his knees bent and arms spread	There is no young boy jumping in the air with his knees bent and arms spread	3.5	CONTRADICTION
2850	The woman is not cooking something	A woman is cooking eggs	4.2	CONTRADICTION
1097	A man is opening a package that contains headphones	A man who is wearing headphones is opening a package 	2.9	NEUTRAL
6646	A football player in a red and white uniform is being lifted by two teammates	Some football players in red and white are jumping and hugging	3.7	NEUTRAL
5906	There is no woman pouring ingredients into a bowl	A woman is pouring ingredients into a bowl	4	CONTRADICTION
7441	A man is sitting on a train and resting his hand against his face	The bearded man is sitting on a train	3.8	NEUTRAL
985	A man is falling off a horse on a track and is laid in the wild	A horse is tossing the cowboy wearing pants of blue and red color	2.7	NEUTRAL
3230	A boy is hanging a fishing rod and running in front of a fish 	A boy is hanging a rod for fishing and running in front of a fish	5	ENTAILMENT
8269	Some people and vehicles are on a almost empty street	Pedestrians and cars are moving through a traffic jam in a big city	2.6	NEUTRAL
1345	A man is hanging up the phone	A man is making a phone call	3.8	NEUTRAL
1782	A cheetah is quickly running behind its prey.	A prey is quickly running behind the cheetah	3.6	CONTRADICTION
9436	The black and white dog is running outdoors	The black and white dog is sitting on a green yard	2.915	NEUTRAL
9408	Two dogs on a lawn are playing with a plastic toy	Two dogs are running and trying to catch a ball	4.2	NEUTRAL
5462	A boy is mowing the lawn	A guy is mowing the lawn	4.6	ENTAILMENT
1559	A man is planting a tree	A man is picking up a tree	3.9	NEUTRAL
8073	Two boys in white outfits and red protective gear are sparring on a mat	Two children in white outfits and red protective gear are sparring on a mat	4.3	ENTAILMENT
8304	A chubby faced boy is wearing sunglasses	Sunglasses are being worn by a boy	4.5	ENTAILMENT
7611	The woman in the white sweater is not drawing a tattoo on the hand of a teenager	A girl is getting a tattoo on her hand	2.9	NEUTRAL
3223	A man is walking slowly across a rope bridge	A man is walking slowly across a bridge made of rope	4.9	ENTAILMENT
4860	A man is dancing	A person is dancing	4.4	ENTAILMENT
1673	A boat is sailing quietly over the water	The guitar is being played by the man	1	NEUTRAL
4410	There are no people flipping the tires of a tractor	Two people in a race are flipping the tires of a tractor	3.9	CONTRADICTION
3703	A woman is putting on eyeshadow	The woman is putting make-up on	4.3	ENTAILMENT
9035	A black animal is approaching a golden dog on pebbly beach	Two dogs are playing on a rocky beach	3.3	NEUTRAL
9811	The man is playing the drums	The black bird is sitting in a leafless tree	1	NEUTRAL
4239	A man is playing an electronic keyboard	An electronic keyboard is being played by a man	4.9	ENTAILMENT
6656	A white woman is standing on a woman dressed in blue on a stage	Two teenage girls are wearing fancy dresses at an event	1.6	NEUTRAL
6847	A father is pulling his daughter on a go-kart and another girl is looking away	Two small children are playing with a toy car in the street	2.3	NEUTRAL
7648	A little boy is proudly wearing a green soccer strip and is running on the grass	A little boy is wearing a green soccer strip and is running on the grass	4.5	ENTAILMENT
344	An Asian woman in a crowd is not carrying a black bag	An Asian woman in a crowd is carrying a black bag	3.8	NEUTRAL
8753	Several people are walking in line across a bridge	Several people are not walking in line across a bridge	3.8	CONTRADICTION
1784	A cheetah is chasing its prey across a field	There is no cheetah quickly running behind its prey	3.6	CONTRADICTION
4934	Recruits are talking to an officer	An officer is talking to the recruits	3.7	NEUTRAL
1028	An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers	The woman is wearing sunglasses of large size and is holding newspapers in both hands	3.5	NEUTRAL
3569	Some paper is being cut	Paper is being cut with scissors	4.9	ENTAILMENT
5904	A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in an open-air vehicle	4	NEUTRAL
475	A laughing child is holding a water gun and getting sprayed with water	A child with a gun that sprays water is laughing and getting hit by other boys	4	NEUTRAL
5657	A person is eating in a restaurant	A person is making a bed	1.2	NEUTRAL
7699	The children are not wearing black tights and are not hopping	The children are wearing black tights and hopping	3.8	CONTRADICTION
1275	A man is shaking a drink	A man is mowing a lawn	1.6	NEUTRAL
5212	The men are playing soccer	The men are playing with a ball	4.5	ENTAILMENT
7720	There is no man spraying a super soaker into the mouth of a dog	A man is squirting water into the mouth of a white dog with a squirt gun	2.9	NEUTRAL
5419	A woman is peeling a potato	A woman is peeling food	4.3	ENTAILMENT
9456	A dog is jumping high into the air in the country	A dog is jumping on a trees in the shades	3.4	NEUTRAL
7927	A person in a pink jacket is running onto the field	A person in pink is running onto the field	4.4	ENTAILMENT
8421	A little girl is smiling and running outside	A bride in a white dress is running	2.6	NEUTRAL
9208	The bike is being ridden by a girl in a strange outfit	A woman is wearing paint and costume pieces and is riding a bike on a busy street	3.7	NEUTRAL
2787	The woman is walking the dog	A woman is restraining the dog	3.6	NEUTRAL
3254	Eggs are being boiled by a woman	A woman is placing two eggs into a pot of water	4.1	NEUTRAL
1236	A woman is dancing and singing alone	A woman is dancing and singing with other women	3.285	CONTRADICTION
1480	A deer is jumping over a cyclone fence	The deer is not jumping over the fence	3.7	CONTRADICTION
8584	A dirty tan dog is rolling in the dirt and looking right at the camera	A dog is sleeping on the ground	3.1	NEUTRAL
8751	Four people are walking on a bridge over a body of water	Four people are sitting on a bridge over a body of water	4.1	NEUTRAL
3828	The woman is putting away a flute	A woman is playing flute	3.7	NEUTRAL
4674	Nobody is drilling a hole in a strip of wood with a power drill	Someone is drilling a hole in a strip of wood with a power drill	3.8	CONTRADICTION
6075	A woman in jeans is sitting on the saddle of a horse	A woman in jeans is standing near a horse with a saddle	3.5	NEUTRAL
8005	A girl is hanging by gymnastic ropes	People are dangling from straps and kicking at each other	2	NEUTRAL
2150	A man is taking pictures of a lake	A man is tearing up the pictures of a lake	3.4	NEUTRAL
4269	A person is not quickly chopping mushrooms with a knife	A person is quickly chopping mushrooms with a knife	3.5	CONTRADICTION
7649	There is no little boy wearing a green soccer strip and running on the grass	A little boy is wearing a green soccer strip and is running on the grass	3.6	CONTRADICTION
223	A girl in white is dancing	The dancer is dancing in front of the sound equipment	4	NEUTRAL
9684	A woman in an orange shirt and clown makeup is standing in a park and others are looking on	A girl is wearing an orange shirt and a striped tie	3	NEUTRAL
1405	A prawn is being cut by a woman	A woman is cutting shrimps	4	NEUTRAL
2366	A person by some cameras is blowing on a burning torch	The person is setting fire to the cameras	3.3	NEUTRAL
7126	A brown dog and a black dog are frolicking in the sand	A black dog is playing with a brown dog on the sand	4.4	ENTAILMENT
2913	A girl is applying makeup to her face	There is no woman putting on makeup	3.1	CONTRADICTION
3992	A man is singing and playing a guitar	A person is singing and playing a guitar	4.9	ENTAILMENT
9499	A small brown and white spotted dog is lying on a jacket on the street	The dog is having a rest in the park	3	NEUTRAL
7935	An Asian woman is holding a fur scarf	There is no Asian woman holding a fur scarf	3	CONTRADICTION
9974	A man is typing on a machine used for stenography	There is no person riding a bike along a muddy trail	1	NEUTRAL
323	A man is in a parking lot and is playing tennis against a large wall	A man is in a parking lot and is playing tennis against a friend	3.9	NEUTRAL
9780	A lion is slowly moving around	A person is slicing a carrot into pieces	1	NEUTRAL
9109	A boy next to some buckets of rags is holding an object	A young black child is waiting on the edge of a body of water near some buckets	2.5	NEUTRAL
3862	The man is walking along a path through the wilderness	A man is lazily walking down a road	3.285	NEUTRAL
3936	A boy is attentively looking at a calendar	A boy is looking at a calendar	4.6	ENTAILMENT
7997	The kids are not wearing suits and water is splashing around	Children in swimming suits are playing in the water	2.8	NEUTRAL
1964	One person is playing the guitar and singing	A person is playing a guitar and singing	4.9	ENTAILMENT
4954	A child is walking down the street and a jeep is pulling up	A child is walking down the street and a jeep is stopping	4.4	ENTAILMENT
7986	A man in a elegant dress is being surrounded by photographers	The man surrounded by photographers is wearing a gray suit and glasses	3.3	NEUTRAL
7088	A group of football players is standing still in the field	The crowd is watching a football game	2.6	NEUTRAL
7613	A girl is getting a tattoo removed from her hand	The woman in the white sweater is drawing a tattoo on the hand of a teenager	2.4	NEUTRAL
2100	The man is granting an interview	A white car is being driven by the man	1.2	NEUTRAL
1961	A woman is putting on makeup carefully	The band isn't singing	1	NEUTRAL
5007	A big cat is opening a plastic drawer with its paws and is jumping inside	A cat is opening a drawer and climbing inside	4.4	ENTAILMENT
8664	Rollerbladers are running in formation down a hill	A group of rollerbladers is lining up on the street	3.8	NEUTRAL
447	A woman is surfing	A blond girl is riding the waves	4	NEUTRAL
9600	A yellow dog is running up a sandy path	A golden retriever is running	4	NEUTRAL
7391	A child is smiling at the camera and swimming underwater	A child is swimming on the water's surface in a pool	3.1	NEUTRAL
7742	A dog is playing alone on a beach covered by snow	There is no dog walking along a snowdrift	2.9	NEUTRAL
1757	One woman is practicing with a flute	One woman is playing a flute	4.485	ENTAILMENT
396	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	A man is standing near a bike and is writing on a piece paper	2.6	NEUTRAL
1736	Somebody is playing the piano	The piano is being played by someone	5	ENTAILMENT
1448	A man is spreading dough	Dough is being spread by a man	4.8	ENTAILMENT
3517	The man is wildly dancing	A woman is dancing	3	NEUTRAL
685	A dog, which is black, and another one, which is white, are staring at each other in the street	Two dogs of different breeds are looking at each other across a street	4.1	NEUTRAL
3248	A woman is boiling eggs	Eggs are being boiled by a woman	4.9	ENTAILMENT
9675	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	The young girl is playing on the edge of a fountain and an older woman is watching her	3.3	NEUTRAL
451	A blond girl waves while she is riding	A lady is surfing and riding a wave	2.3	NEUTRAL
6770	Three boys are carefully walking on rocks along a river	The men in brown shorts are walking on the rocks beside a river	3.5	NEUTRAL
3990	A boy is skillfully playing a piano	A boy is playing a piano	4.1	ENTAILMENT
5311	A wind instrument is being played by a girl	A girl is playing a wind instrument	4.9	ENTAILMENT
2638	Two boys on a couch are playing games on the TV	Two boys are playing a video game	4	ENTAILMENT
8914	A man and a woman are standing in front of an art gallery and are looking at a map	A man and a woman are standing in front of an art gallery and are looking at a signboard 	3.8	NEUTRAL
3427	A man is playing a harp	A violin is being played by a man	2.7	NEUTRAL
276	The boy is sitting near the blue ocean	The boy is wading through the blue ocean	3.2	CONTRADICTION
4471	A man is punching a soccer ball	A man is kicking a soccer ball	4	NEUTRAL
4126	A cute panda is lying down	The panda bear is lying on the logs	4	NEUTRAL
6228	People at a drag race are running away from the flames that are coming out of the cars	The crowd is watching two racing cars that are leaving the starting line	2.6	NEUTRAL
8856	A black dog on a leash is walking in the water	The dog is on a leash and is walking in the water	4.3	ENTAILMENT
2728	A seated woman is singing a song and playing the guitar	A woman on a rock is standing and looking around	1.7	NEUTRAL
440	The helmeted girl is riding a bike	A woman is performing a trick on a ramp with a bicycle	3.7	NEUTRAL
3200	The woman is stirring meat in a bowl	A lady is mixing a mixture of meat in a bowl	4.7	ENTAILMENT
6771	Three boys are resting on rocks along a river	The men in brown shorts are walking on the rocks beside a river	2.8	NEUTRAL
9273	A black dog and a yellow dog are playing with each other	Two dogs are in a kennel on their hind legs and are facing one another	3.2	NEUTRAL
2632	A man is wearing a hard hat and dancing	A man with a hard hat is dancing	4.7	ENTAILMENT
5656	A person is not making a bed	A person is eating at a table	1.7	NEUTRAL
9071	Two children are rolling in muddy water	Two boys are laying in the water close to the beach	2.5	NEUTRAL
1365	A machine is sharpening a knife	The machine is shaving the end of a pencil	2.1	NEUTRAL
5033	The man is talking on the phone	The man is speaking on the telephone	4.8	ENTAILMENT
6698	The group of people is sitting on the ground outside a monument	Some people are sitting on the ground outside a monument	4.9	ENTAILMENT
8347	A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	A person in a motocross uniform is wearing a helmet and rides a red motorcycle	3.8	NEUTRAL
2974	A large green ball is hitting a potato	A big green ball is knocking a potato	4.8	ENTAILMENT
5812	A man is shooting with a gun	A man is rowing a canoe	1.8	NEUTRAL
4305	A woman is not riding a horse	A woman is riding a horse	4.5	CONTRADICTION
6202	A bicyclist is holding a bike over his head in a group of people	A lone bicyclist is putting down a bike	3.1	CONTRADICTION
7923	A dog is not running towards a ball	A dog is running through a field and is chasing a ball	2.6	CONTRADICTION
5437	Two pandas are lying together	Two panda bears are lying together	5	ENTAILMENT
5253	A woman is playing the trumpet	Someone is playing with a toad	1.7	NEUTRAL
5321	Someone is playing piano	Someone is not playing piano	3	CONTRADICTION
4569	There are no men fighting	Two men are fighting	3.4	CONTRADICTION
9272	A black dog and a yellow dog are playing with each other	Two cats are in a kennel on their hind legs and are facing one another	2.1	NEUTRAL
3625	A woman is putting meat in a pan	There is no woman putting meat in a pan	3.4	CONTRADICTION
141	A group of friends are riding the current in a raft	A group is not riding the current in a raft	3.7	CONTRADICTION
9224	A dog is running with a ball	The black dog is carrying a blue and white ball in its mouth	4	NEUTRAL
2815	An animated airplane is landing	A plane is landing	4.4	ENTAILMENT
2456	A baby rhino is shunning an adult rhino	A baby rhino is walking around a pen with its mother	3.215	NEUTRAL
5391	A man is removing some food from a box	A man is putting some food in a box	3.4	NEUTRAL
2626	There is no man with a hard hat dancing	A man with a hard hat is dancing	3.9	CONTRADICTION
1996	The intense man is a guitar player	A girl is playing the guitar	2.8	NEUTRAL
8594	A man with a white hat and brown shirt is behind a woman in red and is looking to the left	An Arabic man is wearing a white hat	2.4	NEUTRAL
9951	The man is doing exercises	A person is putting meat into a skillet	1.1	NEUTRAL
253	A hiker is on top of the mountain and is doing a joyful dance	A hiker is on top of the mountain and is dancing	4.7	ENTAILMENT
6326	A girl is wearing jeans and a pink shirt and is running	A girl is running with a pink shirt and is not wearing jeans	3.9	NEUTRAL
3157	A man is cutting a box	There is no man cutting a box	3.9	CONTRADICTION
5114	Two sumo ringers are not fighting	Two sumo ringers are fighting	4.1	CONTRADICTION
2561	A man is playing the guitar	Someone is playing the guitar	4.6	ENTAILMENT
7719	A man is squirting water into the mouth of a white dog with a squirt gun	The man is spraying a super soaker into the mouth of the dog	4.2	NEUTRAL
4991	A man is reading an email	There is no man reading an email	3.7	CONTRADICTION
687	One white dog is staring at the black street	Two dogs of different breeds are looking at each other across a street	3.4	NEUTRAL
9993	A door is being opened by a man	A bald man in a band is playing guitar in the spotlight	1.1	NEUTRAL
2992	A boy is practicing the keyboard	A boy is sitting in a room and playing a piano by lamp light	3.5	NEUTRAL
5909	A woman is pouring ingredients into a bowl	The chef is seasoning the oil	3.1	NEUTRAL
83	A young girl is looking at a woman in costume	People wearing costumes are gathering in a forest and are looking in the same direction	2.2	NEUTRAL
1657	The potato is being peeled by a woman	The potato isn't being peeled by a woman	3.2	CONTRADICTION
1354	A dog is rolling from side to side	There is no puppy rolling	3.6	NEUTRAL
3304	A man is walking a woman through the woods	The man and woman are walking	4	ENTAILMENT
8813	Two dogs are running through the park	Two animals are running through the park	4.5	ENTAILMENT
870	The ice skating rink placed outdoors is full of people	A lot of people are in an ice skating park	4.2	ENTAILMENT
3653	The boys are standing in front of the burning car	Some young men are standing still and a car is exploding behind them	3.7	NEUTRAL
4626	A man is playing a violin	There is no man playing a violin	3.8	CONTRADICTION
6974	A man is participating in a bmx race	There is no man in a red uniform making a jump in a dirt bike race	2.8	NEUTRAL
8096	A young boy in a helmet is riding a bike on the road	The little girl is riding a bicycle in a race	3	NEUTRAL
5500	A woman is firing a rifle	A woman is firing a weapon	4.2	ENTAILMENT
1335	The lady is measuring the ankle of another woman	A woman is being measured by another woman	4.4	ENTAILMENT
8626	Five adults are sitting on stone steps	People are sitting near a wall	3	NEUTRAL
9776	A boy wearing a striped shirt is running barefoot on the sandy hill	A woman is wearing a blue helmet and is riding a bicycle in a parking lot	1	NEUTRAL
194	Nobody is on a motorcycle and is standing on the seat	Someone is on a black and white motorcycle and is standing on the seat	3.7	CONTRADICTION
7363	A tower is being looked at by a blonde lady	A woman is looking at the view of a city	3.3	NEUTRAL
738	The bride and the groom are arriving after the wedding	The bride and the groom are leaving after the wedding	4.3	NEUTRAL
9764	A boy is walking across a bridge	A person is stirring vegetables in a bowl	1	NEUTRAL
9497	A big brown and white spotted dog is lying on a jacket on the street	A small brown and white spotted dog is lying on a jacket on the street	4.2	NEUTRAL
5423	A person is passionately playing a guitar in front of an audience	A woman is peeling a potato	1	NEUTRAL
4745	A man on a motorcycle is doing a trick	A person is performing tricks on a motorcycle	4.5	ENTAILMENT
7712	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	The little girl is smiling and wearing a fake nose and glasses	4.3	ENTAILMENT
6603	Nobody is treading through the snow of the beautiful snowy landscape	Some people are treading through the snow of the beautiful snowy landscape	3.7	CONTRADICTION
5772	A man is riding an electric bicycle	A person is riding an electric bicycle	4.5	ENTAILMENT
7869	A man in blue is riding a horse on a dirt road	A man is riding a dirty horse on a blue road	3.6	NEUTRAL
6697	A group of people is sitting on both sides of a red stone structure	A group of people is standing on both sides of a red stone structure	4.4	NEUTRAL
4997	A person is peeling a banana	There is no man reading an email	1.1	NEUTRAL
7262	The man is doing a wheelie on a mountain bike	A man is riding on a bicycle with one wheel only	4.2	NEUTRAL
2670	Some ferrets are climbing down from a shelf	Several ferrets are climbing out of the cage	3.7	NEUTRAL
2761	A man and a woman are eating	A man and a woman are not eating	3.3	CONTRADICTION
2004	A man is riding a motorbike	A man is driving a motorbike	4.6	ENTAILMENT
2529	A cat is eating corn on the cob	There is no cat eating corn on the cob	3.8	CONTRADICTION
4998	A man is reading an email	A person is peeling a banana	1	NEUTRAL
6030	A small dog is chasing a large brown cow	A dog is walking away from the tail of an animal in the grass	2.5	NEUTRAL
953	Two toddlers are eating corndogs in a wagon, which is really small	Two young children are eating corndogs	4.5	ENTAILMENT
8767	A child is wearing a yellow jacket and is jumping down from a rock	A young boy is jumping into water	2.6	NEUTRAL
5857	Someone is stirring noodles in the water	Noodles are being boiled in water by a woman	4	NEUTRAL
2738	The woman is not playing an electric guitar	A man is playing an acoustic guitar	3	NEUTRAL
8957	A small group of people are standing and two are sitting on the couch	A small group of people are standing and two are sitting on the sofa	4.8	ENTAILMENT
8317	Dogs are racing on a track	There is no dog racing on a track	3	CONTRADICTION
7888	Two white dogs and one brown dog are not chasing a ball	Two white dogs and one brown dog are chasing a ball	3.2	CONTRADICTION
3130	A baby is sneezing and scaring another baby	A baby is cheering another baby	3.3	NEUTRAL
5134	There is no man putting some cheese on a pizza	A man is sprinkling shredded cheese on a pizza	3.4	CONTRADICTION
7437	A man is sitting on a train and resting his hand against his face	The hairy man is sitting on a train	3.2	NEUTRAL
9512	A woman is petting a dog near a stone trail	A woman is petting a dog near a stone path	4.9	ENTAILMENT
3467	A man is playing a guitar	There is no man playing a guitar	4.285	CONTRADICTION
8119	A female cheerleader is jumping on the knee of a male cheerleader	A female cheerleader is sitting on the knee of a male cheerleader	3.58	NEUTRAL
7844	A man on a motorcycle is riding on a track and waving	The person on the motorcycle is holding up his arm	4	NEUTRAL
1390	A person is standing near a motorcycle	A person is chopping an onion	1.2	NEUTRAL
4036	A person is riding a jetski in the waves	The person is riding a jetski in the waves	5	ENTAILMENT
1618	A guy is cheerfully playing with the footbag	A guy is cheerfully playing with a footbag	4.9	ENTAILMENT
5359	A woman is peeling a potato	There is no lady peeling the potato	4.2	CONTRADICTION
9557	A dog is running through the white snow	A dog is running through the snow	4.7	ENTAILMENT
7344	One man is climbing a rock wall and another man is holding a rope	The men are not climbing a mountain	3	NEUTRAL
9469	A kid is waiting wearing swim gear	A kid is sitting wearing swim gear	4.3	NEUTRAL
4596	There is no hamster singing	A person is slicing some onions	1	NEUTRAL
8306	A chubby faced boy is wearing sunglasses	A boy is wearing sunglasses	4.3	ENTAILMENT
4965	A woman is cutting a fish	A woman is slicing a fish	5	ENTAILMENT
5822	A man is cutting a tomato	A woman is dancing near a fire	1.1	NEUTRAL
188	Various people are eating at red tables in a crowded restaurant with purple lights	A small group of people is waiting to eat in a restaurant	3.2	NEUTRAL
5459	A man is playing an instrument	A woman is playing the flute	2.2	NEUTRAL
6423	A bike is being ridden by a person	A bike rider in a black and red uniform is standing on a dirt bike	3.4	NEUTRAL
6947	There is no little girl with blond hair smiling and sitting on a swing	A little girl with blond hair is smiling and sitting on a swing	3.7	CONTRADICTION
7777	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses	The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses	4.5	ENTAILMENT
4351	A dog is barking noisily	A dog is barking	4.8	ENTAILMENT
5239	A woman is placing food in a pot of hot water	A woman is cooking food in a pot of hot water	4.4	NEUTRAL
117	A player is running with the ball	Two teams are competing in a football match	2.6	NEUTRAL
1648	A girl is on a jumping car	The girl is recklessly jumping onto a car	4	NEUTRAL
3552	A man is dancing	A man is speaking	1.9	NEUTRAL
802	Two people are in the snow, wearing clothes that provide camouflage	Two men are walking two dogs with golden coats in the snow	3.2	NEUTRAL
8283	A man is sitting on the grass and drinking from a water bottle	A woman is sitting on the grass and is drinking from a water bottle	4	NEUTRAL
8334	A man is doing a trick on a skateboard	A person is doing a trick on a skateboard	4.4	ENTAILMENT
8878	A large wet yellow dog is retrieving a toy	A large wet yellow dog is holding a toy	4.3	NEUTRAL
5447	A woman is frying fish	A woman is not frying fish	3.3	CONTRADICTION
7572	A person on a bike is jumping through the air and the sun is flaring through the bike frame	The person is flying through the air on the bicycle	4.4	ENTAILMENT
227	The blond girl is dancing in front of the sound equipment	There is no girl in white dancing	3.3	NEUTRAL
2527	People are riding and paddling a raft	Four people are floating on a raft	4.2	NEUTRAL
2164	A woman is using a machine made for sewing	A woman is using a sewing machine	4.8	ENTAILMENT
4393	A man is riding a horse in a sandy land	A guy is riding a horse	4.1	ENTAILMENT
8658	No group of people is gathering at a stand at the fair	The people are standing at a carnival	3.8	NEUTRAL
9599	A yellow dog is running down a path covered by sand	A golden retriever is running	3.6	NEUTRAL
6085	The brown dogs are playfully fighting on the sandy beach	The brown dogs are playfully fighting on the sandy shore	4.8	ENTAILMENT
9183	A distant person with a blue backpack is hiking in rocky area	The person is hiking	3.8	ENTAILMENT
3696	The men are putting suitcases into the trunk of a car	The men are not packing suitcases into the trunk of a car	4	CONTRADICTION
6266	Two women are wearing bikinis and are walking on the sand	There are no women wearing bikinis on the sandy beach	3.5	CONTRADICTION
1558	A man is picking up a tree	A tree is being picked up by a man	4.9	ENTAILMENT
9718	A boy wearing a striped shirt is running barefoot on the sandy hill	A boy is running on the beach	3.6	NEUTRAL
9068	Two children are rolling in clean water	Two children are rolling in muddy water	3.67	NEUTRAL
3362	A woman is peeling a potato	There is no woman peeling a potato	3.4	CONTRADICTION
4322	A girl is drawing a man	A man is drawing	3.4	NEUTRAL
3943	The men are fighting with their fists in a ring	The men are fist fighting in a ring	4.8	ENTAILMENT
1400	A sad man is crying	A man is screaming	2.9	NEUTRAL
5097	A man is loading a rifle with bullets	A woman is seasoning a ham	1	NEUTRAL
257	A hiker is on top of the mountain and is dancing	A man is on a rock high above some trees and is standing in an uncomfortable position	2.5	NEUTRAL
5046	There is no man cutting onions	A woman is cutting an onion	2.7	NEUTRAL
570	A white and brown dog is walking through the water with difficulty	A white and brown dog is pacing through the water with difficulty	4.5	ENTAILMENT
4060	A man is running on the road	A dog is running breathlessly on the road	2.6	NEUTRAL
1575	A person is playing a trumpet	There is no man playing the guitar	2.5	NEUTRAL
7230	A person with a green shirt is jumping onto the grass	A young boy is jumping in the air with his knees bent and arms spread	2.5	NEUTRAL
4882	A person is stirring vegetables in a bowl	A man is mixing vegetables in a pot	4	NEUTRAL
3398	Someone is beating an egg	The woman isn't stirring eggs in a bowl	3.2	NEUTRAL
1068	A person is riding a motorbike in the event related to motocross	The person isn't riding a motorbike on a sandy track	3.3	NEUTRAL
6006	The girl is carrying a sign and a group of people is following her	The girl is carrying a sign and is being followed by a group of people	4.9	ENTAILMENT
2817	A woman is preparing an egg in a skillet	There is no woman preparing an egg in a skillet	3.6	CONTRADICTION
3586	A man is playing the drum	A man is practicing the drum	4.6	ENTAILMENT
9709	A black and white dog is carrying a big stick on the green grass	A black and white dog with a large branch is running in the field	4.1	ENTAILMENT
91	A man is jumping into an empty pool	The man's jumper is in the empty pool	3.1	NEUTRAL
9869	A bike is being ridden over a monkey	A person is riding a dirt bike down a dirt hill	2.8	NEUTRAL
9354	Some women are sitting together near woven walls	Three women are sitting in a village	3.4	NEUTRAL
9558	A dog is running through the snow	No dog is running through the snow	3.1	CONTRADICTION
5105	A chef is preparing a meal	There is no chef preparing a meal	3.2	CONTRADICTION
4426	The men are not talking	The men are talking	3.9	CONTRADICTION
699	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	A dog next to a tree, which is probably a pine, is dropping a bucket	2.8	NEUTRAL
3740	Several swimmers are jumping into the water	Swimmers are racing in a lake	3.5	NEUTRAL
3827	A woman is playing flute	The woman is playing a flute	4.9	ENTAILMENT
932	A bubble blew, dyeing the girl's shirt red.	The young girl is blowing a bubble that is huge	3	NEUTRAL
2861	The cats are not playing with each other	Two cats are fighting each other	3.6	NEUTRAL
5026	A man is painting a woman's face	The woman is putting makeup on the man	2.5	NEUTRAL
864	A lot of people are in an ice skating park	Not a lot of people are in an ice skating park	3.9	CONTRADICTION
551	There is no man in a grey t-shirt sitting on a rock in front of the waterfall	A woman is sitting and looking at the waterfall	1.9	NEUTRAL
1640	The girl is recklessly jumping onto a car	The girl is recklessly jumping onto a vehicle	4.6	ENTAILMENT
4776	There is no boy playing guitar	A boy is playing guitar	3.8	CONTRADICTION
4668	A woman is slicing an onion	There is no woman cutting a potato	2.4	NEUTRAL
4585	A woman is riding a horse	There is no woman riding a horse	3.4	CONTRADICTION
2330	A person is cutting an onion	A person is eating a cut onion	3.4	NEUTRAL
3014	A man in a suit is standing at a microphone and singing	The man on stage is singing into the microphone	4.3	ENTAILMENT
6987	A family is posing by the mantel and the Christmas tree	A happy family is posing by the fireplace	3.4	NEUTRAL
9668	A shirtless man is escorting a horse that is pulling a carriage along a paved road	A shirtless man is leading a horse that is pulling a carriage	4.4	ENTAILMENT
9769	A tiger cub is roaring	Two dogs are playing outside	1.1	NEUTRAL
6615	Some boys are kneeling next to each other in front of a ball	The young boys are posing with a green soccer ball in a park	3.9	NEUTRAL
3436	A person is wiping butter on a tray	A person is removing the butter from a tray	3.6	NEUTRAL
6825	There is no seabird flying over some rocks	A seabird is flying over some rocks	3.7	CONTRADICTION
